id	name	symbol	chromosome	start	stop
PA32070	olfactory receptor family 1 subfamily F member 1	OR1F1	16	3188195 	3206559 
PA32075	"olfactory receptor, family 1, subfamily F, member 2"	OR1F2P	16	3215562 	3216546 
PA32076	olfactory receptor family 1 subfamily G member 1	OR1G1	17	3126610 	3127551 
PA32077	"olfactory receptor, family 1, subfamily H, member 1 pseudogene"	OR1H1P	9	122607865 	122608798 
PA32078	olfactory receptor family 1 subfamily I member 1	OR1I1	19	15087066 	15088133 
PA32079	olfactory receptor family 1 subfamily J member 1	OR1J1	9	122476958 	122477926 
PA32080	olfactory receptor family 1 subfamily J member 2	OR1J2	9	122403407 	122514097 
PA32081	olfactory receptor family 1 subfamily J member 4	OR1J4	9	122519141 	122520082 
PA32083	olfactory receptor family 1 subfamily K member 1	OR1K1	9	122800123 	122801073 
PA32084	olfactory receptor family 1 subfamily L member 1	OR1L1	9	122661716 	122662648 
PA32085	olfactory receptor family 1 subfamily L member 3	OR1L3	9	122675130 	122676104 
PA32086	olfactory receptor family 1 subfamily L member 4	OR1L4	9	122723990 	122724925 
PA32087	olfactory receptor family 1 subfamily L member 6	OR1L6	9	122749848 	122750783 
PA32088	olfactory receptor family 1 subfamily L member 8	OR1L8	9	122546009 	122576960 
PA32089	olfactory receptor family 1 subfamily M member 1	OR1M1	19	9093245 	9094186 
PA134971237	"olfactory receptor, family 1, subfamily M, member 4 pseudogene"	OR1M4P	19	9082936 	9083398 
PA32090	olfactory receptor family 1 subfamily N member 1	OR1N1	9	122526358 	122527293 
PA32091	olfactory receptor family 1 subfamily N member 2	OR1N2	9	122553170 	122554162 
PA32093	olfactory receptor family 1 subfamily P member 1 (gene/pseudogene)	OR1P1	17	3153890 	3154882 
PA32094	olfactory receptor family 1 subfamily Q member 1	OR1Q1	9	122614738 	122615682 
PA32095	"olfactory receptor, family 1, subfamily R, member 1 pseudogene"	OR1R1P	17	3385846 	3386874 
PA32098	olfactory receptor family 1 subfamily S member 1 (gene/pseudogene)	OR1S1	11	58214745 	58215722 
PA32099	olfactory receptor family 1 subfamily S member 2	OR1S2	11	58203204 	58204181 
PA32100	"olfactory receptor, family 1, subfamily X, member 1 pseudogene"	OR1X1P	5	176006145 	176007389 
PA134950096	"olfactory receptor, family 1, subfamily X, member 5 pseudogene"	OR1X5P	5	177836412 	177837663 
PA32101	olfactory receptor family 2 subfamily A member 1	OR2A1	7	144318125 	144319057 
PA32104	olfactory receptor family 2 subfamily A member 12	OR2A12	7	144095108 	144096040 
PA32105	"olfactory receptor, family 2, subfamily A, member 13 pseudogene"	OR2A13P	7	144141935 	144143141 
PA32106	olfactory receptor family 2 subfamily A member 14	OR2A14	7	144129113 	144130045 
PA32107	"olfactory receptor, family 2, subfamily A, member 15 pseudogene"	OR2A15P	7	144118464 	144119360 
PA32115	olfactory receptor family 2 subfamily A member 2	OR2A2	7	144109583 	144110539 
PA32112	"olfactory receptor, family 2, subfamily A, member 20 pseudogene"	OR2A20P	7	144250674 	144251603 
PA134892120	olfactory receptor family 2 subfamily A member 25	OR2A25	7	144074220 	144075152 
PA32116	"olfactory receptor, family 2, subfamily A, member 3 pseudogene"	OR2A3P	7	144157026 	144158359 
PA32117	olfactory receptor family 2 subfamily A member 4	OR2A4	6	131699644 	131701401 
PA134924592	"olfactory receptor, family 2, subfamily A, member 41 pseudogene"	OR2A41P	7	144077393 	144077854 
PA134971566	olfactory receptor family 2 subfamily A member 42	OR2A42	7	144231911 	144232843 
PA32118	olfactory receptor family 2 subfamily A member 5	OR2A5	7	144050402 	144051337 
PA32120	olfactory receptor family 2 subfamily A member 7	OR2A7	7	144258696 	144259628 
PA32121	"olfactory receptor, family 2, subfamily A, member 9 pseudogene"	OR2A9P	7	144299521 	144300505 
PA32122	"olfactory receptor, family 2, subfamily AD, member 1 pseudogene"	OR2AD1P	6	29026680 	29027607 
PA32123	olfactory receptor family 2 subfamily AE member 1	OR2AE1	7	99876062 	99877033 
PA32124	"olfactory receptor, family 2, subfamily AF, member 1 pseudogene"	OR2AF1P	X	131619047 	131619936 
PA32126	olfactory receptor family 2 subfamily AG member 1 (gene/pseudogene)	OR2AG1	11	6785017 	6786014 
PA32127	olfactory receptor family 2 subfamily AG member 2	OR2AG2	11	6768007 	6768957 
PA32128	"olfactory receptor, family 2, subfamily AH, member 1 pseudogene"	OR2AH1P	11	56669020 	56669944 
PA32129	"olfactory receptor, family 2, subfamily AI, member 1 pseudogene"	OR2AI1P	5	180692835 	180693763 
PA32130	olfactory receptor family 2 subfamily AJ member 1	OR2AJ1	1	247933877 	247934819 
PA134921949	olfactory receptor family 2 subfamily AK member 2	OR2AK2	1	247965332 	247966339 
PA32132	"olfactory receptor, family 2, subfamily AL, member 1 pseudogene"	OR2AL1P	11	105194100 	105195036 
PA32133	"olfactory receptor, family 2, subfamily AM, member 1 pseudogene"	OR2AM1P	9	36021712 	36022116 
PA134968224	"olfactory receptor, family 2, subfamily AO, member 1 pseudogene"	OR2AO1P	7	144176741 	144177517 
PA32135	olfactory receptor family 2 subfamily AP member 1	OR2AP1	12	55574415 	55575344 
PA32136	"olfactory receptor, family 2, subfamily AQ, member 1 pseudogene"	OR2AQ1P	1	158795998 	158796238 
PA32138	"olfactory receptor, family 2, subfamily AS, member 1 pseudogene"	OR2AS1P	1	248549422 	248549903 
PA134970584	"olfactory receptor, family 2, subfamily AS, member 2 pseudogene"	OR2AS2P	1	248498311 	248498660 
PA32139	"olfactory receptor, family 2, subfamily AT, member 1 pseudogene"	OR2AT1P	11	75131103 	75131872 
PA134903990	"olfactory receptor, family 2, subfamily AT, member 2 pseudogene"	OR2AT2P	11	75071120 	75072091 
PA134941860	olfactory receptor family 2 subfamily AT member 4	OR2AT4	11	75088692 	75100854 
PA134961529	olfactory receptor family 2 subfamily B member 11	OR2B11	1	247451029 	247451982 
PA32141	olfactory receptor family 2 subfamily B member 2	OR2B2	6	27911185 	27912396 
PA32142	olfactory receptor family 2 subfamily B member 3	OR2B3	6	29086208 	29087313 
PA32143	"olfactory receptor, family 2, subfamily B, member 4 pseudogene"	OR2B4P	6	29290596 	29291750 
PA32144	olfactory receptor family 2 subfamily B member 6	OR2B6	6	27957241 	27958182 
PA32145	"olfactory receptor, family 2, subfamily B, member 7 pseudogene"	OR2B7P	6	28046435 	28047369 
PA32146	"olfactory receptor, family 2, subfamily B, member 8 pseudogene"	OR2B8P	6	28053128 	28054265 
PA134863079	"olfactory receptor, family 2, subfamily BH, member 1 pseudogene"	OR2BH1P	11	28986635 	28987498 
PA32147	olfactory receptor family 2 subfamily C member 1	OR2C1	16	3355889 	3356924 
PA32149	olfactory receptor family 2 subfamily C member 3	OR2C3	1	247530132 	247533839 
PA32152	olfactory receptor family 2 subfamily D member 2	OR2D2	11	6891574 	6892500 
PA32153	olfactory receptor family 2 subfamily D member 3	OR2D3	11	6921002 	6921994 
PA32154	"olfactory receptor, family 2, subfamily E, member 1 pseudogene"	OR2E1P	6	28455530 	28456157 
PA32155	olfactory receptor family 2 subfamily F member 1 (gene/pseudogene)	OR2F1	7	143907152 	143988540 
PA32156	olfactory receptor family 2 subfamily F member 2	OR2F2	7	143935233 	143936186 
PA32158	"olfactory receptor, family 2, subfamily G, member 1 pseudogene"	OR2G1P	6	29229230 	29230220 
PA32159	olfactory receptor family 2 subfamily G member 2	OR2G2	1	247588360 	247589313 
PA32160	olfactory receptor family 2 subfamily G member 3	OR2G3	1	247605586 	247606515 
PA142671228	olfactory receptor family 2 subfamily G member 6	OR2G6	1	248521647 	248522597 
PA32161	olfactory receptor family 2 subfamily H member 1	OR2H1	6	29457133 	29464322 
PA32162	olfactory receptor family 2 subfamily H member 2	OR2H2	6	29586524 	29591022 
PA32164	"olfactory receptor, family 2, subfamily H, member 4 pseudogene"	OR2H4P	6	29215236 	29216176 
PA32165	"olfactory receptor, family 2, subfamily H, member 5 pseudogene"	OR2H5P	6	29574073 	29574651 
PA32167	"olfactory receptor, family 2, subfamily I, member 1 pseudogene"	OR2I1P	6	29553105 	29554163 
PA32176	olfactory receptor family 2 subfamily J member 1 (gene/pseudogene)	OR2J1	6	29100943 	29101878 
PA32177	olfactory receptor family 2 subfamily J member 2	OR2J2	6	29173534 	29174574 
PA32178	olfactory receptor family 2 subfamily J member 3	OR2J3	6	29111810 	29112884 
PA32179	"olfactory receptor, family 2, subfamily J, member 4 pseudogene"	OR2J4P	6	29181510 	29182442 
PA32181	olfactory receptor family 2 subfamily K member 2	OR2K2	9	111326884 	111330224 
PA134982185	olfactory receptor family 2 subfamily L member 13	OR2L13	1	247937029 	248100922 
PA32182	"olfactory receptor, family 2, subfamily L, member 1 pseudogene"	OR2L1P	1	247990267 	247991191 
PA32183	olfactory receptor family 2 subfamily L member 2	OR2L2	1	248035420 	248039332 
PA32184	olfactory receptor family 2 subfamily L member 3	OR2L3	1	248060682 	248061620 
PA32186	olfactory receptor family 2 subfamily L member 5	OR2L5	1	248021948 	248022886 
PA32187	"olfactory receptor, family 2, subfamily L, member 6 pseudogene"	OR2L6P	1	248003131 	248004069 
PA32189	olfactory receptor family 2 subfamily L member 8 (gene/pseudogene)	OR2L8	1	247948858 	247949796 
PA32190	"olfactory receptor, family 2, subfamily L, member 9 pseudogene"	OR2L9P	1	247974743 	247975676 
PA32191	"olfactory receptor, family 2, subfamily M, member 1 pseudogene"	OR2M1P	1	248122136 	248122780 
PA32192	olfactory receptor family 2 subfamily M member 2	OR2M2	1	248179986 	248181029 
PA32193	olfactory receptor family 2 subfamily M member 3	OR2M3	1	248203068 	248204006 
PA32194	olfactory receptor family 2 subfamily M member 4	OR2M4	1	248238929 	248239864 
PA134871998	olfactory receptor family 2 subfamily M member 5	OR2M5	1	248145148 	248146086 
PA134874354	olfactory receptor family 2 subfamily M member 7	OR2M7	1	248323630 	248324568 
PA32195	"olfactory receptor, family 2, subfamily N, member 1 pseudogene"	OR2N1P	6	29137770 	29138916 
PA32196	"olfactory receptor, family 2, subfamily P, member 1 pseudogene"	OR2P1P	6	29071832 	29072566 
PA32197	"olfactory receptor, family 2, subfamily Q, member 1 pseudogene"	OR2Q1P	7	143980805 	143981932 
PA32198	"olfactory receptor, family 2, subfamily R, member 1, pseudogene"	OR2R1P	7	143488462 	143489409 
PA32199	"olfactory receptor, family 2, subfamily S, member 1 pseudogene"	OR2S1P	9	36013185 	36014131 
PA32200	olfactory receptor family 2 subfamily S member 2 (gene/pseudogene)	OR2S2	9	35957108 	35958154 
PA32201	olfactory receptor family 2 subfamily T member 1	OR2T1	1	248405995 	248407104 
PA134982857	olfactory receptor family 2 subfamily T member 10	OR2T10	1	248483404 	248645469 
PA134948800	olfactory receptor family 2 subfamily T member 11 (gene/pseudogene)	OR2T11	1	248626178 	248627128 
PA134941840	olfactory receptor family 2 subfamily T member 12	OR2T12	1	248294616 	248295578 
PA32202	olfactory receptor family 2 subfamily T member 2	OR2T2	1	248452798 	248453772 
PA134945560	olfactory receptor family 2 subfamily T member 27	OR2T27	1	248649931 	248650884 
PA134876557	olfactory receptor family 2 subfamily T member 29	OR2T29	1	248558544 	248559491 
PA32203	olfactory receptor family 2 subfamily T member 3	OR2T3	1	248473351 	248474307 
PA134982934	"olfactory receptor, family 2, subfamily T, member 32 pseudogene"	OR2T32P	1	248083633 	248084596 
PA134889138	olfactory receptor family 2 subfamily T member 33	OR2T33	1	248272852 	248273814 
PA134944535	olfactory receptor family 2 subfamily T member 34	OR2T34	1	248573801 	248574757 
PA134968902	olfactory receptor family 2 subfamily T member 35	OR2T35	1	248638287 	248639258 
PA32204	olfactory receptor family 2 subfamily T member 4	OR2T4	1	248361581 	248362627 
PA32205	olfactory receptor family 2 subfamily T member 5	OR2T5	1	248488589 	248489536 
PA32206	olfactory receptor family 2 subfamily T member 6	OR2T6	1	248387609 	248388535 
PA32207	olfactory receptor family 2 subfamily T member 7	OR2T7	1	248441182 	248442133 
PA32208	olfactory receptor family 2 subfamily T member 8	OR2T8	1	247914138 	247923152 
PA32209	"olfactory receptor, family 2, subfamily U, member 1 pseudogene"	OR2U1P	6	29262659 	29264079 
PA32210	"olfactory receptor, family 2, subfamily U, member 2 pseudogene"	OR2U2P	6	29268465 	29269421 
PA32211	olfactory receptor family 2 subfamily V member 1	OR2V1	5	181124357 	181125304 
PA32212	olfactory receptor family 2 subfamily V member 2	OR2V2	5	181154943 	181155890 
PA32214	olfactory receptor family 2 subfamily W member 1	OR2W1	6	29044213 	29045175 
PA32215	"olfactory receptor, family 2, subfamily W, member 2 pseudogene"	OR2W2P	6	28033915 	28034862 
PA32216	olfactory receptor family 2 subfamily W member 3	OR2W3	1	247895587 	247896531 
PA32217	"olfactory receptor, family 2, subfamily W, member 4 pseudogene"	OR2W4P	6	27977151 	27978073 
PA32219	"olfactory receptor, family 2, subfamily W, member 6 pseudogene"	OR2W6P	6	27937404 	27938401 
PA134885598	"olfactory receptor, family 2, subfamily X, member 1 pseudogene"	OR2X1P	1	247939072 	247939816 
PA32220	olfactory receptor family 2 subfamily Y member 1	OR2Y1	5	180739123 	180740058 
PA32221	olfactory receptor family 2 subfamily Z member 1	OR2Z1	19	8730954 	8732009 
PA32223	olfactory receptor family 3 subfamily A member 1	OR3A1	17	3288318 	3336087 
PA32224	olfactory receptor family 3 subfamily A member 2	OR3A2	17	3276113 	3386311 
PA32225	olfactory receptor family 3 subfamily A member 3	OR3A3	17	3420424 	3421805 
PA32226	"olfactory receptor, family 3, subfamily A, member 4 pseudogene"	OR3A4P	17	3310245 	3311446 
PA32228	"olfactory receptor, family 3, subfamily B, member 1 pseudogene"	OR3B1P	X	154658733 	154659661 
PA142671227	"olfactory receptor, family 3, subfamily D, member 1 pseudogene"	OR3D1P	1	247666882 	247667817 
PA32229	"olfactory receptor, family 4, subfamily A, member 10 pseudogene"	OR4A10P	11	55431958 	55432368 
PA32230	"olfactory receptor, family 4, subfamily A, member 11 pseudogene"	OR4A11P	11	55318561 	55319478 
PA32231	"olfactory receptor, family 4, subfamily A, member 12 pseudogene"	OR4A12P	11	55325757 	55326701 
PA32232	"olfactory receptor, family 4, subfamily A, member 13 pseudogene"	OR4A13P	11	55466772 	55467713 
PA32233	"olfactory receptor, family 4, subfamily A, member 14 pseudogene"	OR4A14P	11	55477552 	55478510 
PA32234	olfactory receptor family 4 subfamily A member 15	OR4A15	11	55367884 	55368918 
PA32235	olfactory receptor family 4 subfamily A member 16	OR4A16	11	55343201 	55344187 
PA32236	"olfactory receptor, family 4, subfamily A, member 17 pseudogene"	OR4A17P	11	55444436 	55445339 
PA32237	"olfactory receptor, family 4, subfamily A, member 18 pseudogene"	OR4A18P	11	49917390 	49918477 
PA32238	"olfactory receptor, family 4, subfamily A, member 19 pseudogene"	OR4A19P	11	49920311 	49921413 
PA32239	"olfactory receptor, family 4, subfamily A, member 1 pseudogene"	OR4A1P	11	49898281 	49899186 
PA32241	"olfactory receptor, family 4, subfamily A, member 21 pseudogene"	OR4A21P	11	55491157 	55492146 
PA32242	"olfactory receptor, family 4, subfamily A, member 2 pseudogene"	OR4A2P	11	54667299 	54668211 
PA32243	"olfactory receptor, family 4, subfamily A, member 3 pseudogene"	OR4A3P	11	54662581 	54663451 
PA134882267	"olfactory receptor, family 4, subfamily A, member 40 pseudogene"	OR4A40P	11	48512321 	48513264 
PA134927877	"olfactory receptor, family 4, subfamily A, member 41 pseudogene"	OR4A41P	11	48589740 	48590691 
PA134867363	"olfactory receptor, family 4, subfamily A, member 42 pseudogene"	OR4A42P	11	48610064 	48610997 
PA134917280	"olfactory receptor, family 4, subfamily A, member 43 pseudogene"	OR4A43P	11	48526065 	48526975 
PA134881954	"olfactory receptor, family 4, subfamily A, member 44 pseudogene"	OR4A44P	11	48627481 	48628461 
PA134901485	"olfactory receptor, family 4, subfamily A, member 45 pseudogene"	OR4A45P	11	48579383 	48580448 
PA134887311	"olfactory receptor, family 4, subfamily A, member 46 pseudogene"	OR4A46P	11	48496319 	48497259 
PA134952685	olfactory receptor family 4 subfamily A member 47	OR4A47	11	48488793 	48489722 
PA134906878	"olfactory receptor, family 4, subfamily A, member 48 pseudogene"	OR4A48P	11	48491722 	48492495 
PA134867965	"olfactory receptor, family 4, subfamily A, member 49 pseudogene"	OR4A49P	11	49915012 	49915643 
PA32244	"olfactory receptor, family 4, subfamily A, member 4 pseudogene"	OR4A4P	11	54659667 	54660596 
PA32245	olfactory receptor family 4 subfamily A member 5	OR4A5	11	54706832 	54707902 
PA134934033	"olfactory receptor, family 4, subfamily A, member 50 pseudogene"	OR4A50P	11	55475944 	55476429 
PA32246	"olfactory receptor, family 4, subfamily A, member 6 pseudogene"	OR4A6P	11	54724848 	54725817 
PA32247	"olfactory receptor, family 4, subfamily A, member 7 pseudogene"	OR4A7P	11	54692451 	54693360 
PA32248	olfactory receptor family 4 subfamily A member 8 (gene/pseudogene)	OR4A8	11	54682876 	54683820 
PA32249	"olfactory receptor, family 4, subfamily A, member 9 pseudogene"	OR4A9P	11	55388530 	55389473 
PA32250	olfactory receptor family 4 subfamily B member 1	OR4B1	11	48216810 	48217739 
PA32251	"olfactory receptor, family 4, subfamily B, member 2 pseudogene"	OR4B2P	11	48227430 	48228332 
PA32252	"olfactory receptor, family 4, subfamily C, member 10 pseudogene"	OR4C10P	11	48432217 	48433147 
PA32253	olfactory receptor family 4 subfamily C member 11	OR4C11	11	55603354 	55604398 
PA32254	olfactory receptor family 4 subfamily C member 12	OR4C12	11	49981473 	49982535 
PA32255	olfactory receptor family 4 subfamily C member 13	OR4C13	11	49952391 	49953419 
PA32256	"olfactory receptor, family 4, subfamily C, member 14 pseudogene"	OR4C14P	11	55537003 	55537925 
PA32257	olfactory receptor family 4 subfamily C member 15	OR4C15	11	55554307 	55555419 
PA32258	olfactory receptor family 4 subfamily C member 16 (gene/pseudogene)	OR4C16	11	55572128 	55573060 
PA32259	"olfactory receptor, family 4, subfamily C, member 1 pseudogene"	OR4C1P	11	55509638 	55510762 
PA32260	"olfactory receptor, family 4, subfamily C, member 2 pseudogene"	OR4C2P	11	48420043 	48421079 
PA32261	olfactory receptor family 4 subfamily C member 3	OR4C3	11	48324941 	48325930 
PA134868716	olfactory receptor family 4 subfamily C member 45 (gene/pseudogene)	OR4C45	11	50032874 	50033794 
PA134910149	olfactory receptor family 4 subfamily C member 46	OR4C46	11	54603069 	54603998 
PA134893408	"olfactory receptor, family 4, subfamily C, member 48 pseudogene"	OR4C48P	11	50018789 	50019713 
PA134928442	"olfactory receptor, family 4, subfamily C, member 49 pseudogene"	OR4C49P	11	50053412 	50054308 
PA32262	"olfactory receptor, family 4, subfamily C, member 4 pseudogene"	OR4C4P	11	48345348 	48352447 
PA32263	olfactory receptor family 4 subfamily C member 5 (gene/pseudogene)	OR4C5	11	48365397 	48366388 
PA134946072	"olfactory receptor, family 4, subfamily C, member 50 pseudogene"	OR4C50P	11	54591480 	54592406 
PA32264	olfactory receptor family 4 subfamily C member 6	OR4C6	11	55665167 	55666096 
PA32265	"olfactory receptor, family 4, subfamily C, member 7 pseudogene"	OR4C7P	11	54634929 	54636053 
PA32266	"olfactory receptor, family 4, subfamily C, member 9 pseudogene"	OR4C9P	11	48464053 	48464977 
PA32267	olfactory receptor family 4 subfamily D member 1	OR4D1	17	58155154 	58156086 
PA32268	olfactory receptor family 4 subfamily D member 10	OR4D10	11	59477430 	59478365 
PA32269	olfactory receptor family 4 subfamily D member 11	OR4D11	11	59503576 	59504511 
PA32270	olfactory receptor family 4 subfamily D member 2	OR4D2	17	58169656 	58170579 
PA32272	olfactory receptor family 4 subfamily D member 5	OR4D5	11	123939617 	123940573 
PA32273	olfactory receptor family 4 subfamily D member 6	OR4D6	11	59456961 	59457905 
PA32274	"olfactory receptor, family 4, subfamily D, member 7 pseudogene"	OR4D7P	11	59531698 	59532711 
PA32275	"olfactory receptor, family 4, subfamily D, member 8 pseudogene"	OR4D8P	11	59491653 	59492611 
PA32276	olfactory receptor family 4 subfamily D member 9	OR4D9	11	59514913 	59515857 
PA32277	olfactory receptor family 4 subfamily E member 1 (gene/pseudogene)	OR4E1	14	21669912 	21671017 
PA32278	olfactory receptor family 4 subfamily E member 2	OR4E2	14	21665083 	21666024 
PA32281	"olfactory receptor, family 4, subfamily F, member 13 pseudogene"	OR4F13P	15	101842119 	101850324 
PA32282	"olfactory receptor, family 4, subfamily F, member 14 pseudogene"	OR4F14P	15	101828741 	101829676 
PA32283	olfactory receptor family 4 subfamily F member 15	OR4F15	15	101818187 	101819125 
PA32284	olfactory receptor family 4 subfamily F member 16	OR4F16	1	683910 	720118 
PA32285	olfactory receptor family 4 subfamily F member 17	OR4F17	19	107152 	111690 
PA32287	"olfactory receptor, family 4, subfamily F, member 1 pseudogene"	OR4F1P	6	105919 	106856 
PA134918173	olfactory receptor family 4 subfamily F member 21	OR4F21	8	166086 	167024 
PA134937228	"olfactory receptor, family 4, subfamily F, member 28 pseudogene"	OR4F28P	15	101875964 	101876901 
PA134963748	olfactory receptor family 4 subfamily F member 29	OR4F29	1	450740 	451678 
PA32288	"olfactory receptor, family 4, subfamily F, member 2 pseudogene"	OR4F2P	11	86649 	87586 
PA32289	olfactory receptor family 4 subfamily F member 3	OR4F3	5	181342142 	181370030 
PA32290	olfactory receptor family 4 subfamily F member 4	OR4F4	15	101922142 	101923059 
PA32291	olfactory receptor family 4 subfamily F member 5	OR4F5	1	69091 	70008 
PA32292	olfactory receptor family 4 subfamily F member 6	OR4F6	15	101805720 	101806658 
PA32293	"olfactory receptor, family 4, subfamily F, member 7 pseudogene"	OR4F7P	6	170639606 	170640543 
PA32294	"olfactory receptor, family 4, subfamily F, member 8 pseudogene"	OR4F8P	19	156282 	157216 
PA134901419	"olfactory receptor, family 4, subfamily G, member 11 pseudogene"	OR4G11P	1	63016 	63885 
PA32296	"olfactory receptor, family 4, subfamily G, member 1 pseudogene"	OR4G1P	19	104602 	105470 
PA32297	"olfactory receptor, family 4, subfamily G, member 2 pseudogene"	OR4G2P	15	101926627 	101927303 
PA32298	"olfactory receptor, family 4, subfamily G, member 3 pseudogene"	OR4G3P	19	94077 	94940 
PA32299	"olfactory receptor, family 4, subfamily G, member 4 pseudogene"	OR4G4P	1	52453 	53396 
PA32301	"olfactory receptor, family 4, subfamily G, member 6 pseudogene"	OR4G6P	15	101937549 	101938492 
PA134865110	"olfactory receptor, family 4, subfamily H, member 12 pseudogene"	OR4H12P	14	19759910 	19760788 
PA32306	"olfactory receptor, family 4, subfamily H, member 6 pseudogene"	OR4H6P	15	22056903 	22057538 
PA32308	olfactory receptor family 4 subfamily K member 1	OR4K1	14	19920263 	19936736 
PA32310	"olfactory receptor, family 4, subfamily K, member 11 pseudogene"	OR4K11P	21	13544231 	13545185 
PA32311	"olfactory receptor, family 4, subfamily K, member 12 pseudogene"	OR4K12P	21	13581072 	13582004 
PA32312	olfactory receptor family 4 subfamily K member 13	OR4K13	14	20033844 	20034758 
PA32313	olfactory receptor family 4 subfamily K member 14	OR4K14	14	20014261 	20015193 
PA32314	olfactory receptor family 4 subfamily K member 15	OR4K15	14	19975519 	19976565 
PA32315	"olfactory receptor, family 4, subfamily K, member 16 pseudogene"	OR4K16P	14	19956547 	19957554 
PA32316	olfactory receptor family 4 subfamily K member 17	OR4K17	14	20117407 	20118438 
PA32317	olfactory receptor family 4 subfamily K member 2	OR4K2	14	19876268 	19877212 
PA32318	olfactory receptor family 4 subfamily K member 3 (gene/pseudogene)	OR4K3	14	19867997 	19869343 
PA32319	"olfactory receptor, family 4, subfamily K, member 4 pseudogene"	OR4K4P	14	19905712 	19906644 
PA32320	olfactory receptor family 4 subfamily K member 5	OR4K5	14	19920607 	19921578 
PA32321	"olfactory receptor, family 4, subfamily K, member 6 pseudogene"	OR4K6P	14	19847267 	19848329 
PA32322	"olfactory receptor, family 4, subfamily K, member 7 pseudogene"	OR4K7P	18	14570744 	14571716 
PA32323	"olfactory receptor, family 4, subfamily K, member 8 pseudogene"	OR4K8P	18	14613210 	14614181 
PA32325	olfactory receptor family 4 subfamily L member 1	OR4L1	14	20060045 	20060983 
PA32327	olfactory receptor family 4 subfamily M member 1	OR4M1	14	19779664 	19783111 
PA32328	olfactory receptor family 4 subfamily M member 2	OR4M2	15	22080527 	22081610 
PA32329	"olfactory receptor, family 4, subfamily N, member 1 pseudogene"	OR4N1P	14	19796254 	19797418 
PA32330	olfactory receptor family 4 subfamily N member 2	OR4N2	14	19803770 	19828372 
PA32331	"olfactory receptor, family 4, subfamily N, member 3 pseudogene"	OR4N3P	15	22125511 	22126447 
PA32332	olfactory receptor family 4 subfamily N member 4	OR4N4	15	22094431 	22095864 
PA32333	olfactory receptor family 4 subfamily N member 5	OR4N5	14	20143736 	20144662 
PA32334	"olfactory receptor, family 4, subfamily P, member 1 pseudogene"	OR4P1P	11	55683240 	55684375 
PA32337	olfactory receptor family 4 subfamily P member 4	OR4P4	11	55638358 	55639296 
PA32338	"olfactory receptor, family 4, subfamily Q, member 1 pseudogene"	OR4Q1P	15	22044417 	22045397 
PA32339	olfactory receptor family 4 subfamily Q member 2 (gene/pseudogene)	OR4Q2	14	20002162 	20003092 
PA32340	olfactory receptor family 4 subfamily Q member 3	OR4Q3	14	19747428 	19748369 
PA32341	"olfactory receptor, family 4, subfamily R, member 1 pseudogene"	OR4R1P	11	48486187 	48487032 
PA32342	"olfactory receptor, family 4, subfamily R, member 2 pseudogene"	OR4R2P	11	54657097 	54657953 
PA32343	"olfactory receptor, family 4, subfamily R, member 3 pseudogene"	OR4R3P	11	49923050 	49923887 
PA32344	olfactory receptor family 4 subfamily S member 1	OR4S1	11	48306223 	48307152 
PA32345	olfactory receptor family 4 subfamily S member 2	OR4S2	11	55650904 	55651839 
PA32346	"olfactory receptor, family 4, subfamily T, member 1 pseudogene"	OR4T1P	14	20093356 	20094276 
PA32347	"olfactory receptor, family 4, subfamily U, member 1 pseudogene"	OR4U1P	14	20043916 	20044855 
PA32348	"olfactory receptor, family 4, subfamily V, member 1 pseudogene"	OR4V1P	11	55673537 	55674676 
PA32349	"olfactory receptor, family 4, subfamily W, member 1 pseudogene"	OR4W1P	X	126502871 	126503218 
PA32350	olfactory receptor family 4 subfamily X member 1 (gene/pseudogene)	OR4X1	11	48263861 	48264778 
PA32351	olfactory receptor family 4 subfamily X member 2 (gene/pseudogene)	OR4X2	11	48245104 	48246015 
PA134875755	"olfactory receptor, family 4, subfamily X, member 7 pseudogene"	OR4X7P	11	55411527 	55411718 
PA32352	"olfactory receptor, family 51, subfamily A, member 10 pseudogene"	OR51A10P	11	5468504 	5469359 
PA32354	"olfactory receptor, family 51, subfamily A, member 1 pseudogene"	OR51A1P	11	5170057 	5171323 
PA32355	olfactory receptor family 51 subfamily A member 2	OR51A2	11	4954772 	4955713 
PA32356	"olfactory receptor, family 51, subfamily A, member 3 pseudogene"	OR51A3P	11	4937338 	4938294 
PA32357	olfactory receptor family 51 subfamily A member 4	OR51A4	11	4946159 	4947100 
PA32358	"olfactory receptor, family 51, subfamily A, member 5 pseudogene"	OR51A5P	11	4972931 	4973896 
PA32359	"olfactory receptor, family 51, subfamily A, member 6 pseudogene"	OR51A6P	11	4889577 	4890595 
PA32360	olfactory receptor family 51 subfamily A member 7	OR51A7	11	4907370 	4908308 
PA32361	"olfactory receptor, family 51, subfamily A, member 8 pseudogene"	OR51A8P	11	4832133 	4833069 
PA32362	"olfactory receptor, family 51, subfamily A, member 9 pseudogene"	OR51A9P	11	4660831 	4661729 
PA134868717	"olfactory receptor, family 51, subfamily AB, member 1 pseudogene"	OR51AB1P	11	5291467 	5292351 
PA32364	olfactory receptor family 51 subfamily B member 2 (gene/pseudogene)	OR51B2	11	5323298 	5324352 
PA32365	"olfactory receptor, family 51, subfamily B, member 3 pseudogene"	OR51B3P	11	5314745 	5315693 
